acceptedScientificName	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	11.614235	45.5212	
Parus major	11.17387	43.82414	
Parus major	7.727994	43.898006	
Parus major	9.392566	45.904293	
Parus major	8.044649	45.401688	
Parus major	6.822396	44.944744	
Parus major	8.007604	44.322193	
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	7.3813	45.07198	
Parus major	6.822396	44.944744	
Parus major	7.711478	45.06829	
Parus major	7.381353	45.064064	
Parus major	13.952086	42.446907	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	7.541969	44.372616	
Parus major	8.213473	44.062077	
Parus major	7.540269	44.366295	
Parus major	9.447098	46.21071	
Parus major	9.429531	46.18102	
Parus major	14.372694	41.35629	
Parus major	14.372694	41.35629	
Parus major	11.24294	43.81317	
Parus major	11.836756	44.5711	
Parus major	7.990447	44.326385	
Parus major	8.007604	44.322193	
Parus major	11.061744	43.23195	
Parus major	9.412097	45.477406	
Parus major	8.441524	44.28213	
Parus major	7.393799	45.050957	
Parus major	14.372694	41.35629	
Parus major	7.719678	45.08297	
Parus major	12.96561	45.891537	
Parus major	13.019915	46.22878	
Parus major	7.711478	45.06829	
Parus major	7.727994	43.898006	
Parus major	9.51506	45.451553	
Parus major	7.716452	43.90402	
Parus major	8.653479	45.437134	
Parus major	9.253572	45.3747	
Parus major	9.238061	45.40738	
Parus major	11.218983	43.7814	
Parus major	11.620917	44.827446	
Parus major	13.029174	43.26362	
Parus major	8.201085	44.068565	
Parus major	9.501345	45.486233	
Parus major	12.96561	45.891537	
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	8.566134	45.748573	
Parus major	9.567693	39.248173	
Parus major	9.533401	45.453533	
Parus major	8.148399	44.06607	
Parus major	7.711478	45.06829	
Parus major	9.501345	45.486233	
Parus major	8.007604	44.322193	
Parus major	11.062289	43.232307	
Parus major	11.061744	43.23195	
Parus major	7.727994	43.898006	
Parus major	7.688026	45.055363	
Parus major	8.579738	45.734196	
Parus major	11.625295	44.830097	
Parus major	9.13903	45.20166	
Parus major	9.13903	45.20166	
Parus major	8.201085	44.068565	
Parus major	7.700276	44.49602	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	7.990447	44.326385	
Parus major	9.49261	45.45544	
Parus major	11.094209	43.229225	
Parus major	8.033043	43.887142	
Parus major	11.17387	43.82414	
Parus major	11.625295	44.830097	
Parus major	7.990447	44.326385	
Parus major	7.711478	45.06829	
Parus major	7.606069	43.790123	
Parus major	11.273657	43.79188	
Parus major	7.591834	45.066254	
Parus major	7.606069	43.790123	
Parus major	7.606069	43.790123	
Parus major	8.033043	43.887142	
Parus major	8.544355	45.738518	
Parus major	8.047394	45.40252	
Parus major	9.363899	45.67738	
Parus major	14.372694	41.35629	
Parus major	14.293838	41.316875	
Parus major	14.372694	41.35629	
Parus major	14.293838	41.316875	
Parus major	7.051873	45.049736	
Parus major	8.202179	44.057438	
Parus major	8.201085	44.068565	
Parus major	13.904647	42.441204	
Parus major	12.594891	41.826077	
Parus major	14.293838	41.316875	
Parus major	14.372694	41.35629	
Parus major	13.76307	41.223236	
Parus major	14.384573	41.365353	
Parus major	14.241522	41.32847	
Parus major	13.025395	43.26357	
Parus major	8.566134	45.748573	
Parus major	11.625295	44.830097	
Parus major	12.50021	41.9314	
Parus major	8.470586	44.663357	
Parus major	7.729024	44.42125	
Parus major	7.239229	44.837696	
Parus major	13.499064	45.75541	
Parus major	11.261381	43.786705	
Parus major	14.26394	41.324905	
Parus major	8.638746	45.448795	
Parus major	8.201085	44.068565	
Parus major	7.63655	45.089718	
Parus major	13.025395	43.26357	
Parus major	11.061744	43.23195	
Parus major	9.225855	45.422432	
Parus major	11.620917	44.827446	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	11.099789	43.225727	
Parus major	7.700276	44.49602	
Parus major	7.729024	44.42125	
Parus major	13.952086	42.446907	
Parus major	11.620917	44.827446	
Parus major	11.062289	43.232307	
Parus major	12.16014	45.488434	
Parus major	7.990447	44.326385	
Parus major	7.541969	44.372616	
Parus major	11.086784	43.261642	
Parus major	9.354081	45.65126	
Parus major	12.96561	45.891537	
Parus major	8.263917	45.811203	
Parus major	7.698412	44.505123	
Parus major	8.071256	44.724106	
Parus major	8.000877	44.700462	
Parus major	14.293838	41.316875	
Parus major	14.325258	41.319984	
Parus major	11.338732	44.51214	
Parus major	9.182614	45.42699	
Parus major	7.711478	45.06829	
Parus major	7.682365	45.052574	
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	12.469968	41.914642	
Parus major	12.175099	44.416645	
Parus major	8.143646	43.94836	
Parus major	8.178731	44.061165	
Parus major	8.18595	44.05441	
Parus major	9.525519	45.550983	
Parus major	7.711478	45.06829	
Parus major	8.653479	45.437134	
Parus major	8.54393	45.76911	
Parus major	11.218983	43.7814	
Parus major	11.246029	43.802837	
Parus major	11.198839	43.8124	
Parus major	9.282485	45.599247	
Parus major	11.090593	43.253616	
Parus major	14.249455	41.324635	
Parus major	7.698685	44.497967	
Parus major	7.688026	45.055363	
Parus major	8.638746	45.448795	
Parus major	7.217295	44.81931	
Parus major	11.094209	43.229225	
Parus major	12.594891	41.826077	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	9.13903	45.20166	
Parus major	12.337031	41.7278	
Parus major	9.49261	45.45544	
Parus major	7.727994	43.898006	
Parus major	7.990447	44.326385	
Parus major	14.312178	41.306038	
Parus major	7.727994	43.898006	
Parus major	7.7118	45.068577	
Parus major	7.720327	45.069706	
Parus major	8.328627	44.338074	
Parus major	8.566134	45.748573	
Parus major	14.40131	41.413403	
Parus major	13.952086	42.446907	
Parus major	7.727994	43.898006	
Parus major	7.699103	45.06243	
Parus major	7.688026	45.055363	
Parus major	7.217295	44.81931	
Parus major	8.143646	43.94836	
Parus major	8.14483	44.045826	
Parus major	11.082899	43.253925	
Parus major	7.727994	43.898006	
Parus major	11.629628	44.8445	
Parus major	11.623549	44.843258	
Parus major	8.638746	45.448795	
Parus major	8.339306	44.39198	
Parus major	11.854775	42.750305	
Parus major	8.201085	44.068565	
Parus major	7.626609	43.806183	
Parus major	7.727994	43.898006	
Parus major	8.849836	45.27572	
Parus major	9.13903	45.20166	
Parus major	7.626609	43.806183	
Parus major	9.53656	45.55656	
Parus major	9.225855	45.422432	
Parus major	12.039195	42.39499	
Parus major	7.217295	44.81931	
Parus major	9.848119	46.16348	
Parus major	7.990447	44.326385	
Parus major	8.54606	45.740833	
Parus major	7.727994	43.898006	
Parus major	7.626609	43.806183	
Parus major	7.711478	45.06829	
Parus major	8.590936	45.471344	
Parus major	9.533401	45.453533	
Parus major	12.446577	41.885128	
Parus major	7.7118	45.068577	
Parus major	12.637229	45.962124	
Parus major	9.501345	45.486233	
Parus major	8.007604	44.322193	
Parus major	11.062289	43.232307	
Parus major	7.7118	45.068577	
Parus major	7.720327	45.069706	
Parus major	7.711478	45.06829	
Parus major	7.7118	45.068577	
Parus major	11.09034	43.256405	
Parus major	11.071759	43.224926	
Parus major	9.13903	45.20166	
Parus major	9.225855	45.422432	
Parus major	9.13903	45.20166	
Parus major	11.08753	43.25903	
Parus major	14.372694	41.35629	
Parus major	14.25347	41.32855	
Parus major	14.372704	41.35628	
Parus major	7.217295	44.81931	
Parus major	11.061744	43.23195	
Parus major	11.266945	43.781868	
Parus major	9.49261	45.45544	
Parus major	7.682365	45.052574	
Parus major	14.293838	41.316875	
Parus major	9.13903	45.20166	
Parus major	9.299033	45.492493	
Parus major	9.21486	45.450237	
Parus major	11.620917	44.827446	
Parus major	12.594891	41.826077	
Parus major	8.638746	45.448795	
Parus major	9.21486	45.450237	
Parus major	11.094209	43.229225	
Parus major	9.21486	45.450237	
Parus major	13.025395	43.26357	
Parus major	13.025395	43.26357	
Parus major	7.729024	44.42125	
Parus major	8.231005	44.10615	
Parus major	8.545894	45.741047	
Parus major	7.727994	43.898006	
Parus major	7.562005	44.409046	
Parus major	11.13216	44.609077	
Parus major	14.294763	41.353233	
Parus major	7.990447	44.326385	
Parus major	13.930772	41.022522	
Parus major	7.727994	43.898006	
Parus major	11.649388	44.89782	
Parus major	8.606445	45.395626	
Parus major	8.602378	45.39514	
Parus major	8.697422	45.420914	
Parus major	9.49261	45.45544	
Parus major	7.990447	44.326385	
Parus major	9.225855	45.422432	
Parus major	9.225855	45.422432	
Parus major	8.201085	44.068565	
Parus major	9.200661	45.433167	
Parus major	7.548986	44.297268	
Parus major	14.299892	41.3445	
Parus major	7.727994	43.898006	
Parus major	11.643918	44.82226	
Parus major	13.025395	43.26357	
Parus major	9.21486	45.450237	
Parus major	8.637797	45.4454	
Parus major	7.33047	44.276817	
Parus major	7.531785	44.296978	
Parus major	9.51506	45.451553	
Parus major	7.688026	45.055363	
Parus major	7.682365	45.052574	
Parus major	7.682365	45.052574	
Parus major	11.218983	43.7814	
Parus major	7.692379	45.057167	
Parus major	13.904647	42.441204	
Parus major	7.711478	45.06829	
Parus major	11.198839	43.8124	
Parus major	11.17387	43.82414	
Parus major	13.963129	41.150368	
Parus major	7.541969	44.372616	
Parus major	9.179815	45.448406	
Parus major	11.17387	43.82414	
Parus major	7.727994	43.898006	
Parus major	9.179815	45.448406	
Parus major	7.434171	44.30189	
Parus major	13.034626	43.264137	
Parus major	8.215682	44.045834	
Parus major	7.535592	43.783363	
Parus major	9.179815	45.448406	
Parus major	12.035162	42.393215	
Parus major	8.18595	44.05441	
Parus major	13.952086	42.446907	
Parus major	7.711478	45.06829	
Parus major	7.711478	45.06829	
Parus major	10.942436	42.783546	
Parus major	14.384573	41.365353	
Parus major	14.349513	41.284092	
Parus major	14.372694	41.35629	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	11.801261	45.66733	
Parus major	11.71874	45.652264	
Parus major	8.763024	45.827	
Parus major	12.251049	41.738747	
Parus major	9.354081	45.65126	
Parus major	9.429531	46.18102	
Parus major	9.447098	46.21071	
Parus major	13.405724	43.221626	
Parus major	13.74153	43.294334	
Parus major	13.70481	43.324802	
Parus major	13.73171	43.305546	
Parus major	13.70481	43.324802	
Parus major	13.73171	43.305546	
Parus major	13.734731	43.314453	
Parus major	13.71084	43.319214	
Parus major	13.74153	43.294334	
Parus major	17.672422	40.553013	
Parus major	8.089524	44.879725	4
Parus major	8.089236	44.879709	4
Parus major	8.089283	44.879642	5
Parus major	14.777106	40.943997	3
Parus major	7.6493	45.7538	
Parus major	16.7424	39.2292	
Parus major	7.5577	45.7818	
Parus major	11.8388	43.6804	
Parus major	11.754	43.5974	
Parus major	11.7439	43.5928	
Parus major	7.700678	44.499416	97
Parus major	9.998699	45.672587	27126
Parus major	7.661665	44.789834	3163
Parus major	7.382292	45.066835	1100
Parus major	11.00367	45.912394	8
Parus major	8.007371	44.32226	8
Parus major	7.700678	44.499416	97
Parus major	14.338542	41.237302	217
Parus major	10.172283	44.873998	27253
Parus major	9.764285	45.668771	4
Parus major	12.240646	45.497261	
Parus major	8.793914	46.079766	122
Parus major	12.320553	45.438689	1
Parus major	12.289254	45.481122	1
Parus major	7.661665	44.789834	3163
Parus major	7.711665	44.79149	61
Parus major	10.96357	46.53371	635
Parus major	14.026793	38.000465	31
Parus major	10.42	44.983002	
Parus major	7.990696	44.326108	8
Parus major	7.700678	44.499416	97
Parus major	11.659407	44.903555	2076
Parus major	11.653465	44.766615	149
Parus major	8.019328	44.320116	4
Parus major	7.661665	44.789834	3163
Parus major	10.4455	44.976501	
Parus major	7.661665	44.789834	3163
Parus major	7.665942	44.793145	31
Parus major	10.419619	44.988307	2575
Parus major	9.712273	45.40011	170
Parus major	10.343015	44.782638	
Parus major	9.684504	45.569422	132
Parus major	9.682733	45.571092	81
Parus major	9.73884	45.564454	199
Parus major	9.651139	45.731135	15
Parus major	11.559836	42.724104	2
Parus major	11.838832	43.680376	23
Parus major	10.013012	44.909751	27253
Parus major	11.623011	44.846234	1296
Parus major	7.700678	44.499416	97
Parus major	11.754036	43.597398	11
Parus major	11.743925	43.59279	4
Parus major	7.990253	44.326195	8
Parus major	9.19841	45.475144	10
Parus major	9.89989	46.163127	48
Parus major	9.629013	45.806199	31
Parus major	10.736845	45.932787	15
Parus major	10.38351	45.145795	45
Parus major	9.136754	45.184211	31
Parus major	8.882415	45.468961	15
Parus major	7.661665	44.789834	3163
Parus major	7.991468	44.327073	2
Parus major	8.019096	44.320108	15
Parus major	7.991092	44.326366	8
Parus major	8.026844	44.322593	15
Parus major	9.94216	45.748704	530
Parus major	8.147285	45.666348	15
Parus major	9.206662	45.541428	1299
Parus major	12.556955	45.586494	61
Parus major	7.457242	44.999607	42
Parus major	17.912343	40.347245	2
Parus major	7.061645	44.896098	15
Parus major	12.129781	44.176508	8
Parus major	12.129784	44.176529	4
Parus major	8.139268	44.064426	
Parus major	8.579586	45.734936	
Parus major	7.727994	43.898006	
Parus major	9.179815	45.448406	
Parus major	11.836756	44.5711	
Parus major	8.099386	44.05099	
Parus major	11.13216	44.609077	
Parus major	11.093717	43.220196	
Parus major	9.423141	45.79646	
Parus major	11.094209	43.229225	
Parus major	9.407	45.81905	
Parus major	7.727994	43.898006	
Parus major	12.252846	44.628353	
Parus major	12.454584	41.75744	
Parus major	8.565703	45.748325	
Parus major	7.700276	44.49602	
Parus major	11.261381	43.786705	
Parus major	8.638746	45.448795	
Parus major	11.625295	44.829777	
Parus major	9.225855	45.422432	
Parus major	7.591834	45.066254	
Parus major	8.120008	44.08998	
Parus major	13.74153	43.294334	
Parus major	8.143646	43.94836	
Parus major	8.638746	45.448795	
Parus major	9.53248	45.550243	
Parus major	11.061744	43.23195	
Parus major	7.727994	43.898006	
Parus major	11.961372	44.742428	
Parus major	14.40131	41.413403	
Parus major	14.384573	41.365353	
Parus major	14.25347	41.32855	
Parus major	8.608502	45.562954	
Parus major	13.907608	42.90297	
Parus major	7.713629	44.793365	
Parus major	7.827544	44.830994	
Parus major	9.533401	45.453533	
Parus major	11.620917	44.827446	
Parus major	7.990447	44.326385	
Parus major	8.939579	45.015297	
Parus major	12.027688	44.209427	
Parus major	7.711478	45.06829	
Parus major	7.683936	43.988914	
Parus major	11.061744	43.23195	
Parus major	7.698412	44.505123	
Parus major	7.767537	43.995945	
Parus major	11.156981	42.83818	
Parus major	11.961372	44.742428	
Parus major	11.032376	43.252197	
Parus major	11.17387	43.82414	
Parus major	12.897306	41.401344	
Parus major	9.179815	45.448406	
Parus major	13.499064	45.75541	
Parus major	8.824111	45.438885	
Parus major	7.683936	43.988914	
Parus major	7.990447	44.326385	
Parus major	7.665367	44.794895	
Parus major	7.3813	45.07198	
Parus major	11.258598	43.75982	
Parus major	12.890472	43.241318	
Parus major	13.008567	42.188927	
Parus major	8.638746	45.448795	
Parus major	11.061744	43.23195	
Parus major	7.767537	43.995945	
Parus major	11.253017	43.802925	
Parus major	9.533401	45.453533	
Parus major	10.375824	44.647182	
Parus major	7.562005	44.409046	
Parus major	8.033641	44.38669	
Parus major	9.31632	45.541195	
Parus major	11.093717	43.220196	
Parus major	11.08856	43.26269	
Parus major	9.31632	45.541195	
Parus major	11.093717	43.220196	
Parus major	11.073925	43.230892	
Parus major	7.727994	43.898006	
Parus major	7.990447	44.326385	
Parus major	8.605342	45.727543	
Parus major	8.645974	45.823513	
Parus major	9.423141	45.79646	
Parus major	7.700276	44.49602	
Parus major	12.594891	41.826077	
Parus major	12.609705	41.816635	
Parus major	9.48595	45.458427	
Parus major	10.351661	44.79309	
Parus major	13.029174	43.26362	
Parus major	16.702793	39.25925	
Parus major	9.13903	45.20166	
Parus major	9.225855	45.422432	
Parus major	8.581003	45.725945	
Parus major	9.49261	45.45544	
Parus major	8.007604	44.322193	
Parus major	7.591834	45.066254	
Parus major	10.835352	44.329697	
Parus major	9.179815	45.448406	
Parus major	8.067004	44.43133	
Parus major	8.221485	44.04205	
Parus major	7.990447	44.326385	
Parus major	9.13903	45.20166	
Parus major	7.727994	43.898006	
Parus major	8.609737	45.72475	
Parus major	11.062289	43.232307	
Parus major	8.201085	44.068565	
Parus major	8.604313	45.724155	
Parus major	8.582757	45.725628	
Parus major	13.029174	43.26362	
Parus major	9.49261	45.45544	
Parus major	11.625295	44.829777	
Parus major	9.464799	45.405926	
Parus major	9.53656	45.55656	
Parus major	7.727994	43.898006	
Parus major	10.351661	44.79309	
Parus major	12.725135	42.336224	
Parus major	9.17422	45.444897	
Parus major	8.583176	45.728737	
Parus major	13.22453	46.084335	
Parus major	8.201085	44.068565	
Parus major	8.623657	45.8051	
Parus major	9.898615	46.16278	
Parus major	12.605467	42.212234	
Parus major	11.156981	42.83818	
Parus major	10.524738	43.854115	
Parus major	8.606825	45.563705	
Parus major	7.711478	45.06829	
Parus major	12.255668	45.496544	
Parus major	12.255668	45.496544	
Parus major	8.638746	45.448795	
Parus major	8.621853	45.80275	
Parus major	11.725285	45.785954	
Parus major	13.224621	46.084335	
Parus major	12.699938	42.253727	
